id,user_id,action,resource_type,resource_id,old_values,new_values,metadata,ip_address,user_agent,created_at
"cb2867fd-a777-44de-8a69-8908a631772c","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T07:59:30.216Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 13:29:30.217922+05:30"
"ed15392a-4051-404d-92bf-f30366e35cb3","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T07:59:30.394Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 13:29:30.394482+05:30"
"339069a4-1d95-4ec1-8e5e-ea2865860ce1","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T08:02:02.778Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 13:32:02.778184+05:30"
"ee45c201-b6f7-4093-901c-a10b5d16c001","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T08:20:39.065Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 13:50:39.065697+05:30"
"690b6b5c-67c4-4ffb-8215-31c1ffa7375d","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T09:02:44.413Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 14:32:44.413705+05:30"
"9e595694-a86f-4675-bf8c-6cc43c43dc6a","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T09:15:45.735Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 14:45:45.735615+05:30"
"cbe2b508-d186-4a2f-896a-4d776276f568","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T09:24:11.182Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 14:54:11.1827+05:30"
"6369dd45-c9b1-4b5c-9858-47d0fded22e8","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T09:27:28.671Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 14:57:28.671738+05:30"
"412737a5-c6ab-47ec-9e4a-25b52138b573","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T09:45:11.316Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:15:11.3171+05:30"
"5972fd05-994c-4e56-9023-d979681ddcad","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T09:49:18.062Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:19:18.062727+05:30"
"cf273e24-29e4-4db6-a589-bcb577fa38e6","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:00:43.249Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:30:43.250216+05:30"
"bace91d4-091c-45d1-9d91-08f930929d44","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""endpoint"": ""/api/auth/check"", ""timestamp"": ""2025-08-23T19:25:02.029Z"", ""tokenRefreshed"": false}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2025-08-24 00:55:02.030064+05:30"
"f3fcf83d-c162-4ba3-865e-36fb18b31b1c","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:08:32.733Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:38:32.786047+05:30"
"0f08d232-947c-4a90-9939-c337ada66dda","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:08:33.371Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:38:33.372071+05:30"
"0d9172eb-5073-42d7-b254-c024e0f6eecd","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:08:50.744Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:38:50.744509+05:30"
"a19c1a84-5524-4e14-9fb3-5274415d26c1","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:09:12.666Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:39:12.66682+05:30"
"c4a9ce8e-1176-4db6-aa5f-26728c4603b6","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:10:41.557Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:40:41.558578+05:30"
"1dbcf006-b9e6-4478-adb0-86c91b073acf","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:17:04.234Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:47:04.234929+05:30"
"04e2acb8-8261-4142-9564-b6e5b02e6044","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:17:04.576Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:47:04.576747+05:30"
"5ded6959-8341-4157-9cf9-20bd1049ac11","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:18:02.664Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:48:02.664908+05:30"
"319c9ae1-67bf-4541-af96-d7c9fcc51bc9","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:18:14.717Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:48:14.717582+05:30"
"ab36d265-6f05-400a-971e-0b42bfa21e22","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:18:55.686Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:48:55.686575+05:30"
"93486c87-408c-4cdd-acc9-c2d0d088fa39","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:19:13.471Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:49:13.472262+05:30"
"329f8b9b-ade4-4433-b9ee-5d8805b445a8","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:19:23.932Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:49:23.93233+05:30"
"56d3ee26-d18b-4a6f-b350-ef3024dd8836","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:19:34.115Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:49:34.115369+05:30"
"016060bd-7fcd-414a-a775-2ee0bb6b011b","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:19:44.109Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:49:44.109933+05:30"
"b87ccd6f-924b-40c0-9104-12e66651c55e","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:19:52.837Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:49:52.837612+05:30"
"cc0334da-4356-4783-9bf4-df54e108ca3c","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:20:03.844Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:50:03.8447+05:30"
"32f7941e-858d-4af2-bf52-8326f9ae76ba","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:20:13.796Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:50:13.796355+05:30"
"da7405ec-b0a4-4570-91e9-48d4fd1ed9d9","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:20:24.681Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:50:24.681665+05:30"
"d015f23b-adab-4160-98e0-193ac379a57a","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:20:33.795Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:50:33.795828+05:30"
"41d55cd9-17ec-4ef7-aefc-6fe7150900dc","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:20:50.926Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:50:50.926866+05:30"
"97d6a989-5cdb-45ac-a2c3-00ea9f5f94c7","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:21:08.017Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:51:08.017984+05:30"
"4cccf4c8-3ae2-487a-9665-b6d67d524a81","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""endpoint"": ""/api/auth/check"", ""timestamp"": ""2025-08-23T19:32:22.645Z"", ""tokenRefreshed"": false}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2025-08-24 01:02:22.645613+05:30"
"5c9d4fac-2ed7-4151-8fa9-637c8ffb1fe5","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:21:42.631Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:51:42.631449+05:30"
"5bf212ec-52f7-4d8e-bfa2-bd8d55415fba","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:28:01.725Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 15:58:01.726009+05:30"
"119c9abe-25ce-4486-9de9-b1db526134d4","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T10:55:28.809Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 16:25:28.809711+05:30"
"b530abac-8890-43e2-8329-221ffa5be8b5","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T11:03:42.690Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 16:33:42.690985+05:30"
"3a34fb42-8d2a-4202-94c6-b20bc1253223","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T11:05:28.544Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 16:35:28.54514+05:30"
"fa8b54b5-2a58-4da7-a087-142a4d4f468c","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T11:06:30.293Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 16:36:30.293614+05:30"
"99c883c5-00a0-4c3e-a28e-6621090d80e6","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T11:06:43.151Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 16:36:43.152226+05:30"
"e7c41fa8-4fb4-4283-8969-366c3f8f2591","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T11:11:32.729Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 16:41:32.7299+05:30"
"91a65492-1d3c-4fb5-b78e-22d87ff4d7aa","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T11:15:03.625Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 16:45:03.625841+05:30"
"4583f2b8-9dcd-41c3-8edc-a36a36ed6fa4","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T11:58:06.611Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 17:28:06.611576+05:30"
"00beaade-1ee5-466b-9a37-4c0b9a46b2e4","550e8400-e29b-41d4-a716-446655440020","login","auth",,,,"{""reason"": ""Invalid session"", ""endpoint"": ""/api/auth/check"", ""sessionId"": ""bb191d33-6c2b-4c29-80c7-0e61f13f77d1"", ""timestamp"": ""2025-08-21T12:35:47.585Z""}","::1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","2025-08-21 18:05:47.58568+05:30"
