               user_id                |  club_id  |      role      | academic_year | is_leader | is_current_term | hierarchy 
 abb68ef2-2088-4ab8-be02-da525934eb58 | artovert  | member         | 2024-2025     | f         | t               |         5
 c23999a3-5baa-4cdf-9b82-2a314c20f6b9 | artovert  | active_member  | 2024-2025     | f         | t               |         5
 0ea91a60-6a08-437f-a089-4b33dbba9f8c | artovert  | member         | 2024-2025     | f         | t               |         5
 482a6cfa-8497-449a-bdde-c2d898a9e215 | artovert  | core_member    | 2024-2025     | f         | t               |         5
 3903c13a-e086-4a28-9336-11a5e2af9ef7 | artovert  | active_member  | 2024-2025     | f         | t               |         5
 e86b44bd-b5fd-4b57-9b52-11aa0bc693b1 | artovert  | active_member  | 2024-2025     | f         | t               |         5
 465356b6-39dd-44cb-91c8-b29c9a04f4b5 | artovert  | member         | 2024-2025     | f         | t               |         5
 58afc09b-40d8-4774-a9e4-d0dbaf3a320f | artovert  | active_member  | 2024-2025     | f         | t               |         5
 8fc2a9dd-3565-42d5-a65b-3f948ce046d4 | artovert  | core_member    | 2024-2025     | f         | t               |         5
 9ef27827-5b57-4194-84b7-d44d4fb1da57 | artovert  | member         | 2024-2025     | f         | t               |         5
 4112c950-6b4a-4a39-ae53-58734ba0675b | artovert  | core_member    | 2024-2025     | f         | t               |         5
 08f4f5d4-d28f-403c-8225-15576e2fb692 | artovert  | active_member  | 2024-2025     | f         | t               |         5
 490a5350-2cce-4765-995a-fa1f0d8c61d0 | artovert  | core_member    | 2024-2025     | f         | t               |         5
 f6ff25db-9d05-4145-b0bf-eb0a9f403119 | artovert  | active_member  | 2024-2025     | f         | t               |         5
 550e8400-e29b-41d4-a716-446655440400 | artovert  | member         | 2024-2025     | f         | t               |          
 550e8400-e29b-41d4-a716-446655440402 | artovert  | member         | 2024-2025     | f         | t               |          
 550e8400-e29b-41d4-a716-446655440043 | artovert  | member         | 2024-2025     | f         | t               |          
 550e8400-e29b-41d4-a716-446655440401 | artovert  | member         | 2024-2025     | f         | t               |          
 550e8400-e29b-41d4-a716-446655440010 | ascend    | coordinator    | 2024-2025     | t         | t               |         1
 204a06d7-e042-4c19-8e97-b0f2d8ad1271 | ascend    | coordinator    | 2025-2026     | t         | f               |         1
 550e8400-e29b-41d4-a716-446655440011 | ascend    | co_coordinator | 2024-2025     | t         | t               |         2
 a758760c-468e-4185-b84c-374ec2168a4a | ascend    | co_coordinator | 2024-2025     | t         | t               |         2
 85831284-34d0-4724-90c2-26e6204c1428 | ascend    | co_coordinator | 2025-2026     | t         | f               |         2
 8397062d-0b15-4115-9ee3-3e2f4bef0e36 | ascend    | co_coordinator | 2025-2026     | t         | f               |         2
 550e8400-e29b-41d4-a716-446655440012 | ascend    | secretary      | 2024-2025     | f         | t               |         3
 17aa0235-9867-440a-8d6f-a82d1db8b11c | ascend    | active_member  | 2024-2025     | f         | t               |         5
 5bac2b3a-1822-4fcf-ad7d-5c984c951b82 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 61ee5d21-3847-45fb-b8e7-b5f5579dbfee | ascend    | core_member    | 2024-2025     | f         | t               |         5
 41b85180-78de-4135-8b1b-d525a4612121 | ascend    | active_member  | 2024-2025     | f         | t               |         5
 3220eb64-d5b0-4e74-a0d9-f5896194a989 | ascend    | member         | 2024-2025     | f         | t               |         5
 8d635cd3-34fd-4c04-8a13-425cef4aea07 | ascend    | member         | 2024-2025     | f         | t               |         5
 d6b49037-0637-4453-bce7-b4e24bb3217b | ascend    | active_member  | 2024-2025     | f         | t               |         5
 256b6d4b-24dc-41c6-82ed-3ebcb991e66f | ascend    | core_member    | 2024-2025     | f         | t               |         5
 0fa29d11-4834-47db-be7f-9d385bc5c0db | ascend    | member         | 2024-2025     | f         | t               |         5
 62f01148-4ee0-498f-9f0f-13cc5fd47b2f | ascend    | core_member    | 2024-2025     | f         | t               |         5
 ddcc4132-90e6-43b2-9a78-38a66502055f | ascend    | member         | 2024-2025     | f         | t               |         5
 9cc2a1df-712a-4c51-9b28-0e5c2e25c0a6 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 e94eeb58-38be-493b-b185-de604aa0566e | ascend    | core_member    | 2024-2025     | f         | t               |         5
 6772e011-3e4a-4b0b-8e18-45b986942b9c | ascend    | core_member    | 2024-2025     | f         | t               |         5
 b5cd87ee-7913-410e-ba5e-84952bd5fe3e | ascend    | active_member  | 2024-2025     | f         | t               |         5
 5dc48f23-1a50-4da0-a265-37f4a9433a38 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 927d12b3-267a-4d40-8ed8-80f29761add7 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 ade21a72-0d0e-43da-876b-ede62b9317bb | ascend    | member         | 2024-2025     | f         | t               |         5
 caccf02e-1bd6-4c43-b3fc-952f32d82063 | ascend    | member         | 2024-2025     | f         | t               |         5
 46b3f991-6149-4c70-a13f-b167fc33c57c | ascend    | member         | 2024-2025     | f         | t               |         5
 d9c73a2e-5fa7-4576-bec2-08e68f1e87fe | ascend    | active_member  | 2024-2025     | f         | t               |         5
 10ad5a9c-ce80-4e9a-9105-837fea41a321 | ascend    | member         | 2024-2025     | f         | t               |         5
 7956e013-49c1-4938-923e-03982507f939 | ascend    | active_member  | 2024-2025     | f         | t               |         5
 bbb4f104-2989-4356-b199-a8f48f5e0e74 | ascend    | member         | 2024-2025     | f         | t               |         5
 ed47dc24-65f7-4122-b3d2-10466fbed231 | ascend    | active_member  | 2024-2025     | f         | t               |         5
 0f902ef2-afbf-4d25-b4bb-5fe8c66fc2c6 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 fdc309c0-069b-49c4-bdd5-99da51b786ed | ascend    | core_member    | 2024-2025     | f         | t               |         5
 9829bc9c-9994-43bd-91ef-9f0712186b4e | ascend    | core_member    | 2024-2025     | f         | t               |         5
 aabdd1dc-572e-40fd-9851-f06b8d50cf8e | ascend    | active_member  | 2024-2025     | f         | t               |         5
 b3259e69-05e5-415e-a756-815321804f0b | ascend    | core_member    | 2024-2025     | f         | t               |         5
 f42cb37d-1508-4ed0-81db-9660aea4cc64 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 6f5c3141-2a96-468c-9bf0-97a48f6d8744 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 ca6ae40f-c07f-4d11-8fda-49f4b9623cff | ascend    | core_member    | 2024-2025     | f         | t               |         5
 57fe9a1c-e120-48ae-8fbf-9d6637fcdec9 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 05604503-802f-4e79-95c2-4ac3b61f4082 | ascend    | active_member  | 2024-2025     | f         | t               |         5
 bb080cee-f5f5-4db6-a019-7d19df1d7683 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 133a61a7-a20d-465a-af20-26fd2544e1d0 | ascend    | member         | 2024-2025     | f         | t               |         5
 f5a93605-4668-4c6a-93cc-b78f240b58c0 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 0a93b5e6-05ea-4730-a7bc-e04553d8e238 | ascend    | member         | 2024-2025     | f         | t               |         5
 d4ef9dd5-1950-4493-9f49-505700a39c40 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 16f6398a-ebe3-43a8-934f-1b32cfe2e372 | ascend    | member         | 2024-2025     | f         | t               |         5
 dd51c305-1fb7-4ccf-820b-341ca9050c44 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 8c803a8b-a64a-4bdc-8ec4-c6f3f800f6ca | ascend    | core_member    | 2024-2025     | f         | t               |         5
 c119840c-4834-4cdb-9ee6-5484ea721b7b | ascend    | core_member    | 2024-2025     | f         | t               |         5
 dccdc2a1-502b-4bc7-80fb-6794c8760225 | ascend    | member         | 2024-2025     | f         | t               |         5
 cd34a14d-50bd-4385-816d-87d7dac34857 | ascend    | active_member  | 2024-2025     | f         | t               |         5
 babd3186-3466-4bd6-acd2-7764236a0363 | ascend    | member         | 2024-2025     | f         | t               |         5
 9a3c9858-3cae-4b70-a5a8-08226eedd98b | ascend    | core_member    | 2024-2025     | f         | t               |         5
 b5244502-8d12-4f93-99fc-78fb2ce6bcbc | ascend    | member         | 2024-2025     | f         | t               |         5
 ea58727b-8c98-4cfe-ab9b-ef43e3622a27 | ascend    | member         | 2024-2025     | f         | t               |         5
 516e7b15-c702-4e1e-9b1b-d686967605f1 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 7df9bc12-44d8-456c-bf9e-4aa833aec4cd | ascend    | core_member    | 2024-2025     | f         | t               |         5
 5d112916-498f-4c55-8c73-fc204b734656 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 b4b0c30c-2b09-49a8-b70f-b6b3dce0b9e2 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 dd6a1e30-27a8-4086-9f33-f9061f2c9dce | ascend    | active_member  | 2024-2025     | f         | t               |         5
 8ec03e7b-8d4b-4a05-9beb-fd806ce6565c | ascend    | active_member  | 2024-2025     | f         | t               |         5
 fbbcd147-595f-4eef-b976-366acef8ff26 | ascend    | member         | 2024-2025     | f         | t               |         5
 63316bd1-57f9-463b-9ede-4e4a3d9f6ebc | ascend    | member         | 2024-2025     | f         | t               |         5
 e86bfe25-fc93-43ff-843b-881a1e325a34 | ascend    | member         | 2024-2025     | f         | t               |         5
 38d1c541-568b-4633-a90f-098df52a24fc | ascend    | core_member    | 2024-2025     | f         | t               |         5
 9a5938eb-3111-47fe-a0db-b0f22b7b910f | ascend    | core_member    | 2024-2025     | f         | t               |         5
 bd382b69-c21e-4663-8429-ff3d18c86ed8 | ascend    | member         | 2024-2025     | f         | t               |         5
 e036f3f6-9138-48ed-b765-7f235cd26ce9 | ascend    | member         | 2024-2025     | f         | t               |         5
 c1cabec8-a494-4d1c-a8e6-f4f7367e32f0 | ascend    | member         | 2024-2025     | f         | t               |         5
 c4e85bd7-fa6b-43a2-9468-e8ff6bffa769 | ascend    | member         | 2024-2025     | f         | t               |         5
 d52f91db-d5be-400a-9f73-2c21de928a70 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 4bc988fd-22cc-4519-89f6-a1986d540987 | ascend    | member         | 2024-2025     | f         | t               |         5
 4a526572-d81e-4634-94c2-2ea5ae5d75be | ascend    | active_member  | 2024-2025     | f         | t               |         5
 4512afd3-6f27-49f0-a37d-b5f05d5aef6f | ascend    | member         | 2024-2025     | f         | t               |         5
 88820c0a-9bb1-4aa9-9398-8a1b3dd523d9 | ascend    | member         | 2024-2025     | f         | t               |         5
 0d481d32-9eaa-4f82-a570-0d6b23dd92a4 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 948524bd-b789-420c-9131-c50d5c4dd800 | ascend    | active_member  | 2024-2025     | f         | t               |         5
 0bd5466a-1c45-41cd-b2d7-d7b86362d7e9 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 1ad19731-56d7-43f4-82f6-59c01d073270 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 a6cfa220-8502-464a-ab5d-ba4504e83ed9 | ascend    | core_member    | 2024-2025     | f         | t               |         5
 e9b5e78d-e516-47c8-a5aa-501a6c34527a | ascend    | active_member  | 2024-2025     | f         | t               |         5
 969afff3-53d6-4b16-abeb-55235a93f793 | ascend    | active_member  | 2024-2025     | f         | t               |         5
 0f202db3-6443-49f0-a9c8-e8fdd79bde5b | ascend    | active_member  | 2024-2025     | f         | t               |         5
 258f881a-71e5-4771-9185-c38c2a2f8c0f | ascend    | core_member    | 2024-2025     | f         | t               |         5
 5ddbc684-0c5e-4ed4-b6dd-6267708ccb4f | ascend    | member         | 2024-2025     | f         | t               |         5
 aa87dff3-2675-4615-bb63-adf657a71dbe | ascend    | member         | 2024-2025     | f         | t               |         5
 086ebbaa-f6dd-4ce4-a836-246833f9573c | ascend    | mentor         | 2025-2026     | t         | f               |         5
 8203d590-1c95-472d-a9a6-643d696a04e9 | ascend    | outreach       | 2024-2025     | t         | t               |         5
 550e8400-e29b-41d4-a716-446655440100 | ascend    | member         | 2024-2025     | f         | t               |          
 e2b5c6a7-7904-4d02-bd1f-db9ffda7a4eb | ascend    | member         | 2024-2025     | f         | t               |          
 550e8400-e29b-41d4-a716-446655440013 | ascend    | member         | 2024-2025     | f         | t               |          
 cc0b35da-a560-416e-9366-00680dead616 | ascend    | member         | 2024-2025     | f         | t               |          
 550e8400-e29b-41d4-a716-446655440000 | ascend    | member         | 2024-2025     | f         | t               |          
 1d5b1108-eb4c-4191-ae75-751e3610d519 | ascend    | member         | 2024-2025     | f         | t               |          
 550e8400-e29b-41d4-a716-446655440102 | ascend    | member         | 2024-2025     | f         | t               |          
 550e8400-e29b-41d4-a716-446655440101 | ascend    | member         | 2024-2025     | f         | t               |          
 550e8400-e29b-41d4-a716-446655440020 | aster     | coordinator    | 2024-2025     | t         | t               |         1
 9e494d57-59b3-48d0-a140-f131099a0a11 | aster     | coordinator    | 2025-2026     | t         | f               |         1
 1ac23e35-54f9-4e34-8ff3-bfff79885d88 | aster     | co_coordinator | 2025-2026     | t         | f               |         2
 550e8400-e29b-41d4-a716-446655440021 | aster     | co_coordinator | 2024-2025     | t         | t               |         2
 59c443c7-2e5e-41ec-96bb-0b33ca557948 | aster     | co_coordinator | 2024-2025     | t         | t               |         2
 6e11229a-a444-4e8b-8b56-e8b6536302d5 | aster     | co_coordinator | 2025-2026     | t         | f               |         2
 63fd6cb0-d546-448b-9fdc-5cb407f61d6a | aster     | secretary      | 2025-2026     | t         | f               |         3
 550e8400-e29b-41d4-a716-446655440022 | aster     | secretary      | 2024-2025     | f         | t               |         3
 ec962745-fe2f-4079-b859-7d86bf711c20 | aster     | media          | 2025-2026     | t         | f               |         4
 739d8de7-e9fc-441d-a96e-ad37421098da | aster     | core_member    | 2024-2025     | f         | t               |         5
 d0f7a591-91fe-45e0-82eb-eef9413f7292 | aster     | member         | 2024-2025     | f         | t               |         5
 8eb5432b-f272-4745-abb5-29d0e6ddffc5 | aster     | active_member  | 2024-2025     | f         | t               |         5
 44a99bf6-b72c-45a4-9916-068bb79c4e8d | aster     | active_member  | 2024-2025     | f         | t               |         5
 747be3ea-88ed-4ac3-a6a3-bd69028c307b | aster     | member         | 2024-2025     | f         | t               |         5
 5b41f31a-49ce-407c-a59b-b1b277d08a0a | aster     | member         | 2024-2025     | f         | t               |         5
 9f80f1d7-d873-45f0-bdf2-e9352e1abf11 | aster     | core_member    | 2024-2025     | f         | t               |         5
 ecba650c-0e82-4a85-81c8-9a46c5444cc4 | aster     | member         | 2024-2025     | f         | t               |         5
 79af793e-5d26-4f6d-9e53-66bbe0608925 | aster     | active_member  | 2024-2025     | f         | t               |         5
 af142fab-4ebc-4e45-9d6e-c6c17eda1f9d | aster     | active_member  | 2024-2025     | f         | t               |         5
 f793aced-67ea-4245-98bf-69d86c74d042 | aster     | member         | 2024-2025     | f         | t               |         5
 e2115245-68b0-4784-8f4a-3fb6be8c47c1 | aster     | member         | 2024-2025     | f         | t               |         5
 da9f3e59-cbd1-4ea8-bb78-3ce6778355ae | aster     | core_member    | 2024-2025     | f         | t               |         5
 74c281cc-ef5b-4777-93b8-6e8bf18fafe8 | aster     | active_member  | 2024-2025     | f         | t               |         5
 272d5a56-b416-406c-803b-47d851843bb7 | aster     | member         | 2024-2025     | f         | t               |         5
 92e14451-1c2f-44cc-a2bf-6dc01d6f065e | aster     | active_member  | 2024-2025     | f         | t               |         5
